query,experiment,result_id,rank,final_score,semantic_score,keyword_score,hybrid_score,reranker_score,metadata_score
write something persuasive for customers,bge_small_hybrid_reranker_minilm,pk_04565,10,0.710406110028563,0.0,0.4169470678099691,0.1250841203429907,0.710406110028563,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_05727,1,1.0,1.0,0.8371293507681468,0.9511388052304439,1.0,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_11950,2,0.8238345681106786,0.9441113541919133,0.3809920273989844,0.7751755561540346,0.8238345681106786,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_08618,3,0.816910451127093,0.0,1.0,0.3,0.816910451127093,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_08270,4,0.7991644221208357,0.0,0.49340096004416695,0.14802028801325007,0.7991644221208357,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_05313,5,0.708521291208434,0.0,0.369182562753113,0.1107547688259339,0.708521291208434,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_07158,6,0.6750077913474685,0.0,0.5596037894699538,0.16788113684098613,0.6750077913474685,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_16876,7,0.6349789140243899,0.0,0.343865227908992,0.10315956837269759,0.6349789140243899,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_09230,8,0.6192280423802223,0.0,0.33835242449622405,0.10150572734886722,0.6192280423802223,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_15490,9,0.6122498800231028,0.0,0.5517863759132355,0.16553591277397064,0.6122498800231028,
write something persuasive for customers,bge_small_hybrid_reranker_tinybert,pk_05373,10,0.5531851365122633,0.0,0.39499166250911,0.118497498752733,0.5531851365122633,
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_11950,1,0.9384138583756463,0.9441113541919133,0.3809920273989844,0.7751755561540346,1.0,0.5894257225043084
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_05727,2,0.9277231547625584,1.0,0.8371293507681468,0.9511388052304439,0.951642064322326,0.7921826672572084
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_09230,3,0.8448676595696387,0.0,0.33835242449622405,0.10150572734886722,0.8174913641995749,1.0
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_19388,4,0.7781414664271654,0.8279117397326896,0.0,0.5795382178128827,0.873236429758026,0.23927000755228972
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_07899,5,0.7561065808972898,0.9267853464543464,0.0,0.6487497425180424,0.8083112744442009,0.4602799841314601
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_05313,6,0.7419527895944052,0.0,0.369182562753113,0.1107547688259339,0.7847578981368836,0.4993905078536951
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_08618,7,0.7294534438769125,0.0,1.0,0.3,0.7190682555801076,0.7883028442254744
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_04533,8,0.724539483640658,0.872203986703498,0.0,0.6105427906924485,0.8126578763377923,0.22520192502356373
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_16876,9,0.7155632463847669,0.0,0.343865227908992,0.10315956837269759,0.7443218315352416,0.5525979305320774
write something persuasive for customers,bge_small_hybrid_reranker_metadata_minilm,pk_07158,10,0.6295306158298767,0.0,0.5596037894699538,0.16788113684098613,0.6549865481113328,0.4852803329016254
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_05727,1,0.9688274000885813,1.0,0.8371293507681468,0.9511388052304439,1.0,0.7921826672572084
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_08618,2,0.8126193100918502,0.0,1.0,0.3,0.816910451127093,0.7883028442254744
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_11950,3,0.788673241269723,0.9441113541919133,0.3809920273989844,0.7751755561540346,0.8238345681106786,0.5894257225043084
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_08270,4,0.7576171615754952,0.0,0.49340096004416695,0.14802028801325007,0.7991644221208357,0.522182685151899
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_05313,5,0.6771516737052231,0.0,0.369182562753113,0.1107547688259339,0.708521291208434,0.4993905078536951
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_09230,6,0.676343836023189,0.0,0.33835242449622405,0.10150572734886722,0.6192280423802223,1.0
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_07158,7,0.646548672580592,0.0,0.5596037894699538,0.16788113684098613,0.6750077913474685,0.4852803329016254
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_15490,8,0.6346051844687455,0.0,0.5517863759132355,0.16553591277397064,0.6122498800231028,0.7612852429940542
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_16876,9,0.622621766500543,0.0,0.343865227908992,0.10315956837269759,0.6349789140243899,0.5525979305320774
write something persuasive for customers,bge_small_hybrid_reranker_metadata_tinybert,pk_05373,10,0.5808401479393567,0.0,0.39499166250911,0.118497498752733,0.5531851365122633,0.7375518793595524
write something persuasive for customers,bge_small_keyword,pk_08618,1,0.34087617062655384,0.0,0.34087617062655384,0.34087617062655384,,
write something persuasive for customers,bge_small_keyword,pk_05727,2,0.28535744740893904,0.0,0.28535744740893904,0.28535744740893904,,
write something persuasive for customers,bge_small_keyword,pk_00018,3,0.23611619723384292,0.0,0.23611619723384292,0.23611619723384292,,
write something persuasive for customers,bge_small_keyword,pk_19915,4,0.2321847484511149,0.0,0.2321847484511149,0.2321847484511149,,
write something persuasive for customers,bge_small_keyword,pk_07386,5,0.2117557424064853,0.0,0.2117557424064853,0.2117557424064853,,
write something persuasive for customers,bge_small_keyword,pk_07158,6,0.1907555968226261,0.0,0.1907555968226261,0.1907555968226261,,
write something persuasive for customers,bge_small_keyword,pk_15490,7,0.18809082682520786,0.0,0.18809082682520786,0.18809082682520786,,
write something persuasive for customers,bge_small_keyword,pk_11327,8,0.17220806739545985,0.0,0.17220806739545985,0.17220806739545985,,
write something persuasive for customers,bge_small_keyword,pk_08270,9,0.16818862984332092,0.0,0.16818862984332092,0.16818862984332092,,
write something persuasive for customers,bge_small_keyword,pk_04565,10,0.14212731982903234,0.0,0.14212731982903234,0.14212731982903234,,
analyze sales data and find business insights,minilm_semantic,pk_06577,1,0.40505802631378174,0.40505802631378174,0.0,0.40505802631378174,,
analyze sales data and find business insights,minilm_semantic,pk_04279,2,0.2697077989578247,0.2697077989578247,0.0,0.2697077989578247,,
analyze sales data and find business insights,minilm_semantic,pk_17052,3,0.17616772651672363,0.17616772651672363,0.0,0.17616772651672363,,
analyze sales data and find business insights,minilm_semantic,pk_17324,4,0.16353857517242432,0.16353857517242432,0.0,0.16353857517242432,,
analyze sales data and find business insights,minilm_semantic,pk_03414,5,0.16049736738204956,0.16049736738204956,0.0,0.16049736738204956,,
analyze sales data and find business insights,minilm_semantic,pk_01166,6,0.15981042385101318,0.15981042385101318,0.0,0.15981042385101318,,
analyze sales data and find business insights,minilm_semantic,pk_11422,7,0.1528911590576172,0.1528911590576172,0.0,0.1528911590576172,,
analyze sales data and find business insights,minilm_semantic,pk_00351,8,0.13194072246551514,0.13194072246551514,0.0,0.13194072246551514,,
analyze sales data and find business insights,minilm_semantic,pk_05384,9,0.13008522987365723,0.13008522987365723,0.0,0.13008522987365723,,
analyze sales data and find business insights,minilm_semantic,pk_08485,10,0.12354010343551636,0.12354010343551636,0.0,0.12354010343551636,,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_06577,1,1.0,0.40505802631378174,0.0,0.40505802631378174,1.0,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_17324,2,0.7646419486163629,0.16353857517242432,0.0,0.16353857517242432,0.7646419486163629,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_03414,3,0.7315692856031041,0.16049736738204956,0.0,0.16049736738204956,0.7315692856031041,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_09892,4,0.7034925075663808,0.03302425146102905,0.0,0.03302425146102905,0.7034925075663808,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_01323,5,0.6954971483712287,-0.008065223693847656,0.0,-0.008065223693847656,0.6954971483712287,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_10194,6,0.6776473659969883,0.09618407487869263,0.0,0.09618407487869263,0.6776473659969883,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_15607,7,0.6456522923527077,0.08240604400634766,0.0,0.08240604400634766,0.6456522923527077,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_04279,8,0.6398824562669939,0.2697077989578247,0.0,0.2697077989578247,0.6398824562669939,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_02914,9,0.6053147512032881,0.05760771036148071,0.0,0.05760771036148071,0.6053147512032881,
analyze sales data and find business insights,minilm_semantic_reranker_minilm,pk_09648,10,0.5793595263983271,0.006741881370544434,0.0,0.006741881370544434,0.5793595263983271,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_06577,1,1.0,0.40505802631378174,0.0,0.40505802631378174,1.0,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_10194,2,0.8540255555691487,0.09618407487869263,0.0,0.09618407487869263,0.8540255555691487,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_17324,3,0.843385729383398,0.16353857517242432,0.0,0.16353857517242432,0.843385729383398,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_04279,4,0.8412396063099961,0.2697077989578247,0.0,0.2697077989578247,0.8412396063099961,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_01323,5,0.7842193236211281,-0.008065223693847656,0.0,-0.008065223693847656,0.7842193236211281,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_03414,6,0.7547884357095411,0.16049736738204956,0.0,0.16049736738204956,0.7547884357095411,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_09648,7,0.6682264407425276,0.006741881370544434,0.0,0.006741881370544434,0.6682264407425276,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_05384,8,0.6237327926955611,0.13008522987365723,0.0,0.13008522987365723,0.6237327926955611,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_09892,9,0.6134204390703262,0.03302425146102905,0.0,0.03302425146102905,0.6134204390703262,
analyze sales data and find business insights,minilm_semantic_reranker_tinybert,pk_04950,10,0.6114126036944697,0.11603379249572754,0.0,0.11603379249572754,0.6114126036944697,
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_06577,1,0.9987356011676753,0.40505802631378174,0.0,0.40505802631378174,1.0,0.9915706744511691
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_17324,2,0.7577287892847178,0.16353857517242432,0.0,0.16353857517242432,0.7646419486163629,0.7185542197387287
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_01323,3,0.7276355583970625,-0.008065223693847656,0.0,-0.008065223693847656,0.6954971483712287,0.9097532152101213
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_10194,4,0.7153407960016017,0.09618407487869263,0.0,0.09618407487869263,0.6776473659969883,0.9289368993610777
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_09892,5,0.7012667448494839,0.03302425146102905,0.0,0.03302425146102905,0.7034925075663808,0.6886540894537353
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_02914,6,0.6496487381924774,0.05760771036148071,0.0,0.05760771036148071,0.6053147512032881,0.9008746644645499
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_15607,7,0.6418154464813308,0.08240604400634766,0.0,0.08240604400634766,0.6456522923527077,0.6200733198768612
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_04279,8,0.6390678341956106,0.2697077989578247,0.0,0.2697077989578247,0.6398824562669939,0.6344516424577725
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_03414,9,0.6368839376765785,0.16049736738204956,0.0,0.16049736738204956,0.7315692856031041,0.10033363275960037
analyze sales data and find business insights,minilm_semantic_reranker_metadata_minilm,pk_05384,10,0.625794214912157,0.13008522987365723,0.0,0.13008522987365723,0.5713175497925664,0.9344953172565039
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_06577,1,0.9987356011676753,0.40505802631378174,0.0,0.40505802631378174,1.0,0.9915706744511691
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_10194,2,0.865262257137938,0.09618407487869263,0.0,0.09618407487869263,0.8540255555691487,0.9289368993610777
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_17324,3,0.8246610029366975,0.16353857517242432,0.0,0.16353857517242432,0.843385729383398,0.7185542197387287
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_04279,4,0.8102214117321626,0.2697077989578247,0.0,0.2697077989578247,0.8412396063099961,0.6344516424577725
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_01323,5,0.803049407359477,-0.008065223693847656,0.0,-0.008065223693847656,0.7842193236211281,0.9097532152101213
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_05384,6,0.6703471713797025,0.13008522987365723,0.0,0.13008522987365723,0.6237327926955611,0.9344953172565039
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_09648,7,0.6642140115783162,0.006741881370544434,0.0,0.006741881370544434,0.6682264407425276,0.6414769129811179
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_03414,8,0.65662021526705,0.16049736738204956,0.0,0.16049736738204956,0.7547884357095411,0.10033363275960037
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_09892,9,0.6247054866278375,0.03302425146102905,0.0,0.03302425146102905,0.6134204390703262,0.6886540894537353
analyze sales data and find business insights,minilm_semantic_reranker_metadata_tinybert,pk_04950,10,0.6131885744188369,0.11603379249572754,0.0,0.11603379249572754,0.6114126036944697,0.6232524085235844
analyze sales data and find business insights,minilm_hybrid,pk_06577,1,0.8371049036663678,1.0,0.45701634555455967,0.8371049036663678,,
analyze sales data and find business insights,minilm_hybrid,pk_03414,2,0.5773631180447297,0.39623302577818537,1.0,0.5773631180447297,,
analyze sales data and find business insights,minilm_hybrid,pk_04279,3,0.4660948481594221,0.6658497830848887,0.0,0.4660948481594221,,
analyze sales data and find business insights,minilm_hybrid,pk_17324,4,0.43226043842917367,0.40374110509721817,0.49880554953706985,0.43226043842917367,,
analyze sales data and find business insights,minilm_hybrid,pk_04950,5,0.3152044076568958,0.2864621485264458,0.3822696789612791,0.3152044076568958,,
analyze sales data and find business insights,minilm_hybrid,pk_17052,6,0.3044438094066494,0.43491972772378484,0.0,0.3044438094066494,,
analyze sales data and find business insights,minilm_hybrid,pk_04363,7,0.2800143757948572,0.2746889009683411,0.292440483723395,0.2800143757948572,,
analyze sales data and find business insights,minilm_hybrid,pk_01166,8,0.276175978325264,0.39453711189323437,0.0,0.276175978325264,,
analyze sales data and find business insights,minilm_hybrid,pk_10194,9,0.26449499123110176,0.23745752121989255,0.32758242125725673,0.26449499123110176,,
analyze sales data and find business insights,minilm_hybrid,pk_11422,10,0.2642184684359892,0.377454954908556,0.0,0.2642184684359892,,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_06577,1,1.0,1.0,0.45701634555455967,0.8371049036663678,1.0,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_17324,2,0.8011886718817779,0.40374110509721817,0.49880554953706985,0.43226043842917367,0.8011886718817779,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_03414,3,0.7732515776569677,0.39623302577818537,1.0,0.5773631180447297,0.7732515776569677,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_09892,4,0.7495346004898565,0.08152968047952351,0.0,0.05707077633566646,0.7495346004898565,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_01323,5,0.7427807717126994,-0.019911279791799165,0.4449791078413083,0.11955583649813306,0.7427807717126994,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_10194,6,0.727702728197377,0.23745752121989255,0.32758242125725673,0.26449499123110176,0.727702728197377,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_15607,7,0.700675893776101,0.20344256539311503,0.3681725811509184,0.252861570120456,0.700675893776101,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_15064,8,0.6976052120173215,0.0,0.31147570091244803,0.09344271027373441,0.6976052120173215,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_04279,9,0.6958020058063394,0.6658497830848887,0.0,0.4660948481594221,0.6958020058063394,
analyze sales data and find business insights,minilm_hybrid_reranker_minilm,pk_02914,10,0.6666020217254375,0.14222088347622175,0.0,0.09955461843335522,0.6666020217254375,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_06577,1,1.0,1.0,0.45701634555455967,0.8371049036663678,1.0,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_10194,2,0.8597303463777779,0.23745752121989255,0.32758242125725673,0.26449499123110176,0.8597303463777779,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_17324,3,0.8495063325821105,0.40374110509721817,0.49880554953706985,0.43226043842917367,0.8495063325821105,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_04279,4,0.8474440816085893,0.6658497830848887,0.0,0.4660948481594221,0.8474440816085893,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_01323,5,0.7926521943478195,-0.019911279791799165,0.4449791078413083,0.11955583649813306,0.7926521943478195,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_03414,6,0.7643714749217846,0.39623302577818537,1.0,0.5773631180447297,0.7643714749217846,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_03144,7,0.7316227989561235,0.0,0.39935272106348946,0.11980581631904683,0.7316227989561235,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_09648,8,0.6811924003581149,0.016644235967618565,0.3635615700222474,0.12071943618400723,0.6811924003581149,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_15064,9,0.6677723126849001,0.0,0.31147570091244803,0.09344271027373441,0.6677723126849001,
analyze sales data and find business insights,minilm_hybrid_reranker_tinybert,pk_19463,10,0.6399117202108746,0.0,0.313153210977832,0.0939459632933496,0.6399117202108746,
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_06577,1,0.9970309121996028,1.0,0.45701634555455967,0.8371049036663678,1.0,0.9802060813306854
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_17324,2,0.7882418381235593,0.40374110509721817,0.49880554953706985,0.43226043842917367,0.8011886718817779,0.7148764468269869
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_01323,3,0.766467486738649,-0.019911279791799165,0.4449791078413083,0.11955583649813306,0.7427807717126994,0.9006922052190297
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_10194,4,0.7564476844372808,0.23745752121989255,0.32758242125725673,0.26449499123110176,0.727702728197377,0.9193357697967355
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_15064,5,0.7411930456425415,0.0,0.31147570091244803,0.09344271027373441,0.6976052120173215,0.9881907695187888
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_09892,6,0.739977134311654,0.08152968047952351,0.0,0.05707077633566646,0.7495346004898565,0.6858181593018402
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_02914,7,0.7004212631815947,0.14222088347622175,0.0,0.09955461843335522,0.6666020217254375,0.8920636314331521
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_01768,8,0.6970884172518117,0.0,0.3357892636824765,0.10073677910474295,0.648665392438814,0.9714855578587984
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_15607,9,0.6884497534833076,0.20344256539311503,0.3681725811509184,0.252861570120456,0.700675893776101,0.6191682918241449
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_minilm,pk_04279,10,0.6864029735141018,0.6658497830848887,0.0,0.4660948481594221,0.6958020058063394,0.633141790524755
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_06577,1,0.9970309121996028,1.0,0.45701634555455967,0.8371049036663678,1.0,0.9802060813306854
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_10194,2,0.8686711598906215,0.23745752121989255,0.32758242125725673,0.26449499123110176,0.8597303463777779,0.9193357697967355
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_17324,3,0.829311849718842,0.40374110509721817,0.49880554953706985,0.43226043842917367,0.8495063325821105,0.7148764468269869
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_04279,4,0.8152987379460142,0.6658497830848887,0.0,0.4660948481594221,0.8474440816085893,0.633141790524755
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_01323,5,0.8088581959785011,-0.019911279791799165,0.4449791078413083,0.11955583649813306,0.7926521943478195,0.9006922052190297
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_15064,6,0.7158350812099834,0.0,0.31147570091244803,0.09344271027373441,0.6677723126849001,0.9881907695187888
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_03144,7,0.7145755182221403,0.0,0.39935272106348946,0.11980581631904683,0.7316227989561235,0.6179742607295691
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_05384,8,0.6813826112776277,0.32115208543697776,0.0,0.22480645980588443,0.6384375974590809,0.9247376895827265
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_09648,9,0.6750089298260475,0.016644235967618565,0.3635615700222474,0.12071943618400723,0.6811924003581149,0.6399692634776659
analyze sales data and find business insights,minilm_hybrid_reranker_metadata_tinybert,pk_03414,10,0.6668250469953958,0.39623302577818537,1.0,0.5773631180447297,0.7643714749217846,0.11406195541252602
analyze sales data and find business insights,bge_small_semantic,pk_06577,1,0.5840374827384949,0.5840374827384949,0.0,0.5840374827384949,,
analyze sales data and find business insights,bge_small_semantic,pk_17393,2,0.5142135918140411,0.5142135918140411,0.0,0.5142135918140411,,
analyze sales data and find business insights,bge_small_semantic,pk_03414,3,0.5132448673248291,0.5132448673248291,0.0,0.5132448673248291,,
analyze sales data and find business insights,bge_small_semantic,pk_03320,4,0.49536627531051636,0.49536627531051636,0.0,0.49536627531051636,,
analyze sales data and find business insights,bge_small_semantic,pk_10194,5,0.4823615550994873,0.4823615550994873,0.0,0.4823615550994873,,
analyze sales data and find business insights,bge_small_semantic,pk_01323,6,0.48057377338409424,0.48057377338409424,0.0,0.48057377338409424,,
analyze sales data and find business insights,bge_small_semantic,pk_04279,7,0.47596973180770874,0.47596973180770874,0.0,0.47596973180770874,,
analyze sales data and find business insights,bge_small_semantic,pk_02914,8,0.47373825311660767,0.47373825311660767,0.0,0.47373825311660767,,
analyze sales data and find business insights,bge_small_semantic,pk_04950,9,0.4715992212295532,0.4715992212295532,0.0,0.4715992212295532,,
analyze sales data and find business insights,bge_small_semantic,pk_01166,10,0.47117722034454346,0.47117722034454346,0.0,0.47117722034454346,,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_06577,1,1.0,0.5840374827384949,0.0,0.5840374827384949,1.0,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_17324,2,0.7888989755403802,0.4710467457771301,0.0,0.4710467457771301,0.7888989755403802,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_03414,3,0.7592349253722963,0.5132448673248291,0.0,0.5132448673248291,0.7592349253722963,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_01323,4,0.7268805398761122,0.48057377338409424,0.0,0.48057377338409424,0.7268805398761122,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_10194,5,0.7108704338974502,0.4823615550994873,0.0,0.4823615550994873,0.7108704338974502,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_15607,6,0.682172912039746,0.4635249972343445,0.0,0.4635249972343445,0.682172912039746,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_04279,7,0.6769977404172002,0.47596973180770874,0.0,0.47596973180770874,0.6769977404172002,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_02914,8,0.645992733750691,0.47373825311660767,0.0,0.47373825311660767,0.645992733750691,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_01768,9,0.6269473360180879,0.4420253038406372,0.0,0.4420253038406372,0.6269473360180879,
analyze sales data and find business insights,bge_small_semantic_reranker_minilm,pk_09648,10,0.6227125675775106,0.4264135956764221,0.0,0.4264135956764221,0.6227125675775106,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_06577,1,1.0,0.5840374827384949,0.0,0.5840374827384949,1.0,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_10194,2,0.8568317144459059,0.4823615550994873,0.0,0.4823615550994873,0.8568317144459059,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_17324,3,0.8463964243542278,0.4710467457771301,0.0,0.4710467457771301,0.8463964243542278,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_04279,4,0.844291557559187,0.47596973180770874,0.0,0.47596973180770874,0.844291557559187,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_01323,5,0.7883674117526783,0.48057377338409424,0.0,0.48057377338409424,0.7883674117526783,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_03414,6,0.7595022923746586,0.5132448673248291,0.0,0.5132448673248291,0.7595022923746586,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_09648,7,0.6746043332703168,0.4264135956764221,0.0,0.4264135956764221,0.6746043332703168,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_05384,8,0.6309660147018293,0.42341476678848267,0.0,0.42341476678848267,0.6309660147018293,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_04950,9,0.6188826644697671,0.4715992212295532,0.0,0.4715992212295532,0.6188826644697671,
analyze sales data and find business insights,bge_small_semantic_reranker_tinybert,pk_17719,10,0.6048525628558208,0.452503502368927,0.0,0.452503502368927,0.6048525628558208,
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_06577,1,0.990388036225627,0.5840374827384949,0.0,0.5840374827384949,1.0,0.93592024150418
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_17324,2,0.7734999206742263,0.4710467457771301,0.0,0.4710467457771301,0.7888989755403802,0.6862386097660208
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_01323,3,0.7470128217617926,0.48057377338409424,0.0,0.48057377338409424,0.7268805398761122,0.8610957524473147
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_10194,4,0.7360358387564732,0.4823615550994873,0.0,0.4823615550994873,0.7108704338974502,0.8786397996242704
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_02914,5,0.6770402319231318,0.47373825311660767,0.0,0.47373825311660767,0.645992733750691,0.852976054900296
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_01768,6,0.6720623381757077,0.4420253038406372,0.0,0.4420253038406372,0.6269473360180879,0.9277140170688867
analyze sales data and find business insights,bge_small_semantic_reranker_metadata_minilm,pk_15607,7,0.6692732118633649,0.4635249972343445,0.0,0.4635249972343445,0.682172912039746,0.5961749108638721
