query,result_id,title,category,subcategory,tags,difficulty,content_preview,relevance
analyze sales data and find business insights,pk_02936,Visualize Regional Sales Comparison,data-analysis,visualization,"data-visualization, chart-selection, best-practices, business-analytics",intermediate,"What are the best practices for choosing between a grouped bar chart, stacked bar chart, and heat map when comparing regional sales performance across multiple product categories? For a dataset with 4 regions, 6 product categories, and quarterly data over 2 years, recommend the optimal visualization...",
analyze sales data and find business insights,pk_18958,sales stuff,data-analysis,forecasting,"forecasting, time-series, sales",intermediate,forecast my sales data,
analyze sales data and find business insights,pk_13599,forecast stuff,analytics,forecasting,"sales, time-series, prediction",intermediate,forecast sales data,
analyze sales data and find business insights,pk_06455,Clean Messy Sales Data,data-analysis,data-cleaning,"python, pandas, data-preprocessing, data-quality, sales-data",intermediate,"I have a sales dataset with several data quality issues: duplicate transaction IDs, missing values in the 'revenue' column (marked as 'N/A' and '-'), inconsistent date formats ('2023-01-15', '01/15/2023', 'Jan 15, 2023'), and outliers in quantity fields (negative values, extremely large numbers). Pr...",
analyze sales data and find business insights,pk_19449,Design Data Science Portfolio Project,data-analysis,machine-learning,"portfolio, career, end-to-end-project, data-science",advanced,"I want to create a portfolio project demonstrating end-to-end data science skills for a job application. I have access to {{company_name}} sales data with customer demographics, product information, and transaction history. Design a project that would impress hiring managers by including: a clear bu...",
analyze sales data and find business insights,pk_17345,SALES FORECAST QUESTION,forecasting,seasonal-forecasting,"forecasting, sales, seasonal, prediction",intermediate,My manager wants me to predict Q4 sales I have data from last 4 years whats the easiest way to do this WITHOUT Python if possible,
explain how to remove a computer virus safely,pk_11655,Sorry to bother you with a question about virus protection for my computer,cybersecurity,malware-protection,"antivirus, computer-security, virus-protection, software-updates",beginner,Hello! I know you are probably very busy helping important people with important matters but I hope you might have a moment for a little old lady with a computer question. My grandson installed something called antivirus software on my computer last Christmas but I dont really know what it does or i...,
explain how to remove a computer virus safely,pk_04225,Need help please - virus question,cybersecurity,antivirus,"antivirus, computer-viruses, elderly-user, software-protection",beginner,"Hello there! This is Bernard, 67 years old, from Montana. I apologize for the long message but I wanted to ask about computer viruses. My grandson says I need to have antivirus software on my computer but I don't really understand what it does. Is it like a flu shot for my computer? How does it work...",
explain how to remove a computer virus safely,pk_15211,virus help,vulnerability-assessment,malware,"virus, laptop, malware",beginner,i think i have a virus on my laptop,
explain how to remove a computer virus safely,pk_10079,got a virus,cybersecurity,malware,"virus, laptop, malware, help",beginner,my laptop has a virus i think,
explain how to remove a computer virus safely,pk_16608,my comuter has a virus??,security,malware,"malware, virus, computer-slow",beginner,"my laptop has been super slow lately and keeps poping up ads and i think i might have a virus bc i downloaded a game from some website, how do i check",
explain how to remove a computer virus safely,pk_19046,A humble request please,cybersecurity,antivirus,"antivirus, malware-protection, windows",beginner,Good day! I hope you are doing wonderfully. I have a Windows computer that my nephew gave me and he said I need antivirus software but I dont know what that is or how to get it. Is it really necessary? I only use the computer for emails and looking up recipes and seeing pictures of my family. Do I s...,
explain how to remove a computer virus safely,pk_10807,malware removal,cybersecurity,malware,"malware, removal, computer, clean",intermediate,how to remove malware from my computer,
explain how to remove a computer virus safely,pk_15535,help computer acting weird,security,malware,"virus, computer, suspicious",beginner,my computer is acting really weird idk if i got a virus,
explain how to remove a computer virus safely,pk_13395,how to remove malwere,security,malware-removal,"malware, computer-slow, removal",beginner,my computer is running super slow and i think i might have malwere or w.e its called. how do i get rid of it without paying for stuff??,
explain how to remove a computer virus safely,pk_12100,urgent help needed,cybersecurity,malware,"virus, malware, computer-issues",beginner,my computer is acting weird is this a virus,
explain how to remove a computer virus safely,pk_11470,safe browsing how do i not get hacked,cybersecurity,safe-browsing,"safe-browsing, internet-safety, phishing, online-security-basics",beginner,hey so i use the internet a lot like for shopping and banking and watching videos and stuff and im kind of worried about getting hacked or downloading something bad because my cousin got a virus from clicking on a link in an email and now his computer is messed up and he had to buy a new one anyway ...,
explain how to remove a computer virus safely,pk_06786,Greetings and a small question,cybersecurity,public-computer-safety,"public-computers, email-safety, library",beginner,Hello there! Sorry to trouble you. I sometimes use the computer at the library to check my email because my internet at home is slow. Is that okay to do? My daughter got worried when I told her and said I shouldnt do that. Why would it not be safe? I always log out when I leave. Please explain if th...,
explain how to remove a computer virus safely,pk_03791,HOW DO HACKERS EVEN GET IN MY STUFF,cybersecurity,threat-awareness,"malware, infection-vector, computer-virus",beginner,I didnt click anything weird and my computer got a virus somehow... HOW even?? I thought I was being careful... what did I do wrong?!,
explain how to remove a computer virus safely,pk_13483,Polite question about what to do if I think my computer has been hacked,cybersecurity,incident-response,"hacked-computer, malware-symptoms, credit-card-fraud, computer-emergency",beginner,"Dear ChatGPT, I hope this message reaches you in good health. I am writing because I am very worried about something that happened on my computer yesterday. I was on Facebook like I usually do in the mornings and suddenly my screen started showing lots of pop-up windows and the computer made weird n...",
explain how to remove a computer virus safely,pk_01028,accidentaly downloaded attatchment from unkown emial,cybersecurity,malware,"malware, email-safety, virus-check",beginner,i opened an attatchment from an email that looked like it was from a coworker but now im scared it might have had a virus. how do i know if im infected??,
explain how to remove a computer virus safely,pk_15489,"Hello dear, sorry to bother you again",cybersecurity,software-updates,"software-updates, security-patches, elderly-user, computer-maintenance",beginner,"Good morning! I hope you're having a nice day! This is Dorothy again, I'm 69 and I hope you remember me. Last time you helped me understand what a virus was and I was so grateful! Now I have another question. My grandson keeps telling me to update my software but I don't really understand why it mat...",
explain how to remove a computer virus safely,pk_13155,Humble request for information,cybersecurity,antivirus,"antivirus, windows-defender, software",beginner,Hello! I hope you dont mind me asking but I am trying to understand what an antivirus program does. My computer came with something called Windows Defender and I dont know if thats good enough or if I need to buy another one. There are so many choices and I dont understand the difference. Could you ...,
explain how to remove a computer virus safely,pk_09171,my computer is doing weird stuff,cybersecurity,malware,"malware, computer-virus, suspicious-behavior, online-banking",beginner,okay so my computer at work has been acting really strange lately like sometimes when i open my browser it goes to some weird search page instead of google and theres like popups everywhere and my mouse moves on its own sometimes which is super creepy and also my laptop fan is always running even wh...,
explain how to remove a computer virus safely,pk_10858,antivirus good enuf,security,antivirus,"antivirus, windows-defender, protection",beginner,windows defender says its protecting my computer do i still need to buy another antivirus or is that good enough nowadays,
explain how to remove a computer virus safely,pk_05791,explanation of algorthim,cybersecurity,antivirus,"antivirus, algorithms, detection",expert,wut algorthim does antivirus software use to detct viruses,
explain how to remove a computer virus safely,pk_08518,SOCIAL ENGINEERING ATTACK ON ME WTF,cybersecurity,social-engineering,"phone-scam, tech-support-scam, social-engineering",beginner,Someone called from 'Microsoft' and said my computer had a virus and they needed my password to fix it... almost gave it to them but something felt off. Was that a scam??,
explain how to remove a computer virus safely,pk_01337,Refactor Legacy Code Safely,coding,refactoring,"refactoring, legacy-code, design-patterns, clean-code, migration",advanced,"I need to refactor a 2000-line God class called OrderProcessor that handles order creation, payment processing, inventory updates, and email notifications. Explain the Strangler Fig pattern and provide a step-by-step approach to safely refactor this class while maintaining existing functionality. In...",
explain how to remove a computer virus safely,pk_09105,keylogger question worried,cybersecurity,malware,"keylogger, spyware, computer-monitoring, privacy-violation",intermediate,okay so this is kind of embarrassing but i think my husband might have put a keylogger on my computer because we are going through some stuff right now and hes been acting really suspicious and he somehow knows things that i looked up or messages i sent which is making me feel crazy honestly so i di...,
explain how to remove a computer virus safely,pk_17531,how to know if comp is bugged,cybersecurity,malware-detection,"malware, virus, computer-security",intermediate,how do i know if my comp has a virus or malware anything weird i should look for,
explain how to remove a computer virus safely,pk_08575,my comuter is acting weird,cybersecurity,malware,"virus, malware, computer-issues",beginner,my laptop has ben running super slow lately and poping up adds all the time did i get a virus or somthing,
help me understand the important parts of a contract,pk_17125,Hello there friend I need some assistance,legal,contract-drafting,"verbal-contract, contract-law, contractor",intermediate,Hi! My name is George and I am a contractor. I made an agreement with a client verbally but now they're saying we never agreed on price. Can you tell me generally what counts as a valid contract? Do I need everything in writing? This is stressful and I would love some basic information. Thank you fo...,
help me understand the important parts of a contract,pk_01823,Hello dear I hope you are having a wonderful day,legal,contract-drafting,"force-majeure, basic-concepts, explanation",beginner,Good morning to you! I hope this message finds you well and in good spirits. I am writing to ask if you might be so kind as to help me understand something about contracts. My neighbor's son is studying law and he mentioned something about 'force majeure' clauses and I was curious what this means. I...,
help me understand the important parts of a contract,pk_12385,Very basic contract question sorry,legal,contract-drafting,"contract-basics, agreement, legal-fundamentals, terminology",beginner,Hello there! I am sorry if this is a silly question but I am trying to learn. What is the difference between a contract and an agreement? Are they the same thing or is there a legal difference? I ask because I am about to do some work for someone and they said we should have a contract but I do not ...,
help me understand the important parts of a contract,pk_13639,Hello I need some friendly legal advice please,legal,policy-review,"lease-agreement, tenant-rights, rental-contract",intermediate,Hi! This is Clara speaking. I rent an apartment and my landlord wants me to sign a new lease but some parts seem strange to me. Theres a clause about 'right of entry' and another one about maintenance responsibilities. Could you help me understand what these typically mean? I dont want to sign somet...,
help me understand the important parts of a contract,pk_18841,Small business owner needs assistance,legal,contract-drafting,"lawn-care, service-agreement, small-business, contract-review",intermediate,Hello there! My name is William and I run a small lawn care business. I hired a lawyer to write my service agreement but it is very long and full of big words. Could you help me understand the main points of it? I want to make sure I understand what I am promising my customers and what protections I...,
help me understand the important parts of a contract,pk_00056,indemnification Clause Optimization,legal,contract-drafting,"indemnification, contract-negotiation, risk-allocation, vendor-contracts, customer-protection",advanced,"Draft indemnification clauses from both perspectives - a vendor seeking maximum protection and a customer seeking limited exposure. Show how the same core concepts are expressed differently, including: scope of covered claims, exclusions, notice requirements, and limitation interaction. Explain nego...",
help me understand the important parts of a contract,pk_12150,Employment Contract Questions,contract-drafting,employment,"employment, contract, clauses, legal, hr",beginner,What are the essential clauses that must be included in every employment contract regardless of jurisdiction? List at least 10 must-have provisions and explain why each is critical for protecting both employer and employee interests.,
help me understand the important parts of a contract,pk_17256,Please review my rental agreement - taking up your time I know,legal,contract-review,"rental-agreement, commercial-lease, contract-review, small-business",intermediate,Good evening! I am sorry to bother you but I could really use some advice. I am about to sign a rental agreement for a commercial space for my bakery and the landlord gave me a 10-page contract to review. There is a lot of legal jargon in there and I am worried I might miss something important. Coul...,
help me understand the important parts of a contract,pk_04029,Summarize Contract Clause,legal,contract-drafting,"contract-analysis, legal-interpretation, indemnification, liability, plain-english",beginner,"Explain in plain English what the following contract clause means for a non-legal business owner. Highlight any unusual terms or potential concerns. ""Notwithstanding anything to the contrary herein, the indemnifying party shall have no liability for any indirect, incidental, special, consequential, ...",
help me understand the important parts of a contract,pk_08217,halp w/ contract clause,legal,legal-terminology,"indemnification, contract-clause, definition",beginner,theres a clause in my contract that says somthing about indemnification and i dont get what that means can someone explain,
help me understand the important parts of a contract,pk_07194,help with contract for freelance work please,legal,contract-drafting,"freelance, contract, intellectual-property, graphic-design, revisions",intermediate,so im starting to do some freelance graphic design work on the side because my main job pays garbage and i got my first real client through a friend of a friend and they want me to sign a contract but i dont really understand half of what it says honestly one part says something about intellectual p...,
help me understand the important parts of a contract,pk_13228,contract clause i dont get,legal,contract-drafting,"contracts, liability, indemnification, payment-terms",beginner,hi there so i was reading through a contract that a client sent me and theres this one part that says something about limitation of liability and indemnification and i have literally no idea what any of that means i tried googling it but everyone is using words i dont understand like indemnification...,
help me understand the important parts of a contract,pk_18544,Please help if you can dear,legal,contract-drafting,"construction contract, risk assessment, small business, liability",advanced,Hello kind AI! My name is Barbara and I need some guidance. My husband and I have a small construction company and we are bidding on a bigger job. The general contractor sent us an agreement to sign that is very long and has lots of legal words. My husband says we should just sign it but I am nervou...,
help me understand the important parts of a contract,pk_10133,legaleze translation,legal,contract-review,"contract, legalese, review, confusing",beginner,can u help me understand this contract?? it has so many big words i feel like i need a translator lol. attached the file,
help me understand the important parts of a contract,pk_10765,Service Level Agreement Terms Guide,legal,contract-drafting,"sla, service-level, it-contracts, vendor-management, performance-metrics",intermediate,"What are the essential components of a Service Level Agreement (SLA)? Explain the purpose and negotiation implications of: uptime guarantees, response time commitments, service credits calculations, exclusion clauses, disaster recovery provisions, and SLA modification procedures. Include sample metr...",
help me understand the important parts of a contract,pk_04343,Sorry to bother you with this,legal,contract-drafting,"catering-business, contractor-vs-employee, small-business, hiring",intermediate,Hello there ChatGPT. I am writing because I am confused about something and I hope you can help. I am starting a small catering business from my home and I need to understand the difference between a contractor agreement and an employment agreement. I want to hire someone to help me on weekends but ...,
help me understand the important parts of a contract,pk_15495,help negotiating this contract clause,legal,contract-drafting,"contract-negotiation, intellectual-property, non-compete, freelance, corporate",intermediate,okay so i finally landed a contract with a big company which is amazing honestly i never thought id work with someone this size but now im kind of stressed because their contract has some stuff in it that seems really one-sided and i dont know if i should push back or just sign it because i really n...,
help me understand the important parts of a contract,pk_13982,Contract Clause Interpretation,legal,contract-analysis,"indemnification, contract-interpretation, liability, legal-analysis",beginner,"Act as a legal interpreter and explain the following indemnification clause in plain language that a business owner can understand. Identify the key obligations imposed on each party, scope of covered claims and damages, limitations on the protection, and potential risks or gaps in the language: 'Th...",
help me understand the important parts of a contract,pk_02583,need contract stuff,legal,contract,"contract, help, basics",beginner,help with contract idk what im doing,
help me understand the important parts of a contract,pk_06910,contract help pls,legal,contract-drafting,"contracts, basic, help",beginner,help with contract,
help me understand the important parts of a contract,pk_05645,contract,legal,contract-drafting,"contract, draft, write",beginner,write a contract,
help me understand the important parts of a contract,pk_07727,vendor contract,legal,contract-drafting,"vendor, supplier, contract",advanced,what should be in a vendor contract,
help me understand the important parts of a contract,pk_15958,contract help,legal,contract-drafting,"contract, drafting, agreement",beginner,write me a contract,
help me understand the important parts of a contract,pk_14956,Kind request for assistance,legal,legal-research,"credit-card, terms-and-conditions, consumer-rights, financial",beginner,Good afternoon! I am Gerald and I have a question about my credit card terms and conditions if thats okay. I got a new card in the mail and there is so much fine print I cannot understand any of it. Could you help me understand the important parts? Like what fees I might have to pay and what happens...,
help me understand the important parts of a contract,pk_18922,indemnification clause question,legal,contract-drafting,"indemnification, vendor-contract, insurance, contract-review, risk",intermediate,okay so im reviewing a contract for a vendor we want to hire at work and theres this long section with a lot of legalese that i dont really understand and i think its called indemnification which my coworker said is important but i still dont get it honestly it says something like party shall indemn...,
help me understand the important parts of a contract,pk_14801,check this contract pls,legal,contract-review,"contract, review, terms, concern",intermediate,i got this contract in my email and honestly i cant make sense of it. can u tell me if theres anything bad in there? its attached. im kinda worried tbh,
help me understand the important parts of a contract,pk_10696,contract review,legal,contract,"contract, review, check",beginner,is this contract okay can someone look at it,
help me understand the important parts of a contract,pk_11814,?,legal,contract-drafting,"contract, review, interpretation",intermediate,what does this contract mean,
help me understand the important parts of a contract,pk_16688,contract help,legal,contract-drafting,"contract, drafting, basic",beginner,i need a contract,
help me understand the important parts of a contract,pk_05797,reviewing this SaaS contract,legal,contract-drafting,"saas, contract-review, data-ownership, procurement, software",intermediate,so i work in procurement at my company and we are about to sign this SaaS contract for a CRM system that costs like 50k a year which is a lot of money honestly and i was asked to review it before we sign and i found some stuff that seems weird but i dont know if im just being paranoid theres a secti...,
help me understand the important parts of a contract,pk_06003,Hello - need help writing an employment contract please,legal,contract-drafting,"employment-contract, small-business, hiring, worker-rights",intermediate,"Dear ChatGPT, Good day to you! I am a small business owner and I need to hire my first employee. I have never done this before and I am a bit nervous about getting the paperwork right. Could you please help me create an employment contract? I need it to include things like their schedule, pay rate, ...",
help me understand the important parts of a contract,pk_14561,A small favor if you dont mind helping,legal,contract-drafting,"freelance-contract, photographer, contract-review",intermediate,Good day! I am a freelance photographer and a client wants me to sign their standard contract but I want to make sure it's fair. Can you maybe look at the general categories they should cover? Like payment terms and who owns the photos and that sort of thing. I am not looking for you to review the w...,
help me understand the important parts of a contract,pk_17771,contract question,legal,contract-drafting,"contract, drafting, basics",beginner,how to write a contract,
help me understand the important parts of a contract,pk_11643,contract help,legal,contract-drafting,"contract, drafting, agreement",beginner,write a contract,
help me understand the important parts of a contract,pk_04462,contract pls,legal,contract-drafting,"contract, creation, agreement",beginner,make a contract,
help me understand the important parts of a contract,pk_04224,Hello there dear friend,legal,contract-drafting,"wholesale contract, bakery, small business, basic agreement",intermediate,Good evening! My name is Phyllis but my grandchildren call me Grammy P. I run a little home bakery and someone asked me to sign a contract with a catering company who wants to buy my desserts wholesale. My son says this could be good for business but my daughter says contracts are dangerous. Could y...,
help me understand the important parts of a contract,pk_01677,privcy policy question,cybersecurity,privacy,"privacy-policy, terms-of-service, privacy",beginner,why are privcy policies so long and boring can u summarize the important parts i should look for,
help me understand the important parts of a contract,pk_15511,contract redation request,legal,contract-review,"redact, contract, privacy, editing",intermediate,i need to redact some parts of a contract before i send it bc my name is on there and i dont want the other person to see it. is that even allowed,
help me understand the important parts of a contract,pk_06593,contract help,legal,contract-drafting,"contract, help, drafting",beginner,help with contract,
help me make my code better,pk_04970,fix my code,coding,debugging,"help, broken, basic",beginner,"hi, my code isnt working can u help",
help me make my code better,pk_14156,code question,coding,code-review,"explain, code",beginner,explain this code pls,
help me make my code better,pk_05988,code check,coding,code-review,"code-review, programming, quality",beginner,is this code good,
help me make my code better,pk_14989,code review,coding,code-review,"code-review, feedback, quality",beginner,review my code plz,
help me make my code better,pk_10974,review my code,coding,code-review,"review, feedback",beginner,can u review my code,
help me make my code better,pk_00807,fix code,coding,debugging,"bug, help, broken",beginner,hey my code doesnt work help,
help me make my code better,pk_00023,fix code pls,coding,debugging,"help, urgent, broken",beginner,fix my code its broken,
help me make my code better,pk_02261,code review plz,coding,code-review,"review, python, feedback",beginner,review my python code,
help me make my code better,pk_08769,make code better,coding,refactoring,"refactoring, clean-code, improvement",intermediate,refactor my function,
help me make my code better,pk_02277,help pls,coding,python,"coding, function, basic",beginner,write a function,
help me make my code better,pk_11322,fix this,coding,refactoring,"refactor, improve, code",beginner,make my code better,
help me make my code better,pk_17181,help fix code,coding,debugging,"debug, error, help",beginner,fix my code its not working,
help me make my code better,pk_04143,help fix code,coding,debugging,"debugging, help, error",beginner,fix my code its broke,
help me make my code better,pk_06446,OPTIMIZE MY MODEL!!!,machine-learning,model-optimization,"machine-learning, accuracy, optimization, model-tuning",advanced,My model only gets 65% accuracy THATS TERRIBLE!! How do I make it better I have a demo in 3 hours DONT GIVE ME THEORY GIVE ME CODE!!!,
help me make my code better,pk_06488,my coworker keeps writing bad code and i dont know how to approach the code review,coding,code-review,"code-review, team-dynamics, best-practices, communication, software-quality",intermediate,ok so this is kind of an awkward situation and i need some advice. theres this developer on my team named marcus who has been here longer than me and he writes code that i think is really bad but i dont know how to bring it up in code review. like he names variables things like temp1 and data and x ...,
help me make my code better,pk_00514,help pls,coding,debugging,"debug, broken, help",beginner,debug my code its not working,
help me make my code better,pk_00683,need help with python stuff for work project,coding,python-basics,"python, csv, error-help, beginner, data-analysis",beginner,okay so im trying to learn python for my job because my coworker said i should and she showed me some code she wrote and it looked super complicated but then she said its actually pretty simple once you get the hang of it so i started doing some tutorials but then i got stuck on this thing where im ...,
help me make my code better,pk_02577,pyhton code not working,coding,debugging,"python, syntax-error, debugging, help",beginner,my pyhton script keeps giving me a syntax error on line 15 but i dont see anything wrong w it. heres my code:,
help me make my code better,pk_18500,Kind request if you're not too busy - debugging help needed,coding,debugging,"python, debugging, indentation, errors",beginner,"Good morning dear ChatGPT, I hope you are doing splendidly today! I have a favor to ask if you wouldn't mind. I was writing some code (in Python, my friend is teaching me) and I keep getting an error message that says 'IndentationError' and I don't know what I did wrong. The error points to line 15 ...",
help me make my code better,pk_05118,Code Review for Quality,software-engineering,code-review,"code-review, static-analysis, best-practices, refactoring, quality",intermediate,"Review the following code: {{code_snippet}}. Focus on {{focus_area}} including code quality, potential bugs, performance issues, security vulnerabilities, and adherence to best practices. Provide specific improvement suggestions with corrected code examples.",
help me make my code better,pk_01287,make reserch intro better,science-research,scientific-communication,"introduction, writing, engaging, academic",intermediate,my research intrduction is boring can u help me make it more engaging without losing the acaddemic tone im worried ill make it too casual,
help me make my code better,pk_04496,make it better,design,general,"improve, design, help",beginner,make this better,
help me make my code better,pk_10622,make it better,creative-writing,general,"improvement, writing, help",beginner,make my writing better,
help me make my code better,pk_19680,make it better,creative-writing,fiction,"editing, fiction, improvement",beginner,make my story better,
help me make my code better,pk_08320,make better,science,scientific-writing,"introduction, improve, writing",beginner,make my intro better,
help me make my code better,pk_15385,how to make my brand colors more exciting,design,color-theory,"branding, color-palette, refresh, help",advanced,my brand colors are so boring its literally just blue and grey 😭 help me make them more exciting without changing the whole vibe,
help me make my code better,pk_01380,Sorry to interrupt - quick question about code review,coding,code-review,"code-review, best-practices, collaboration, teamwork",intermediate,Hello ChatGPT! I recently joined a new team and they do 'code reviews' which I think means they look at each other's code? But I'm not sure what makes a 'good' code review vs a bad one. Could you give me some advice on how to do a code review properly? I don't want to seem like I don't know what I'm...,
help me make my code better,pk_01691,make better,gaming,npc-dialogue,"dialogue, improve, rewrite",beginner,make this dialogue better,
help me make my code better,pk_05946,make better,research,scientific-communication,"abstract, writing, improve",beginner,make my abstract better,
help me make my code better,pk_02750,Hi there sorry to message you again,customer-support,chatbot-flows,"chatbot, greeting, wording, improvement",beginner,Hello! I hope you remember me. You helped me before and I was so grateful. Now I need help again please. I am trying to make our chatbot say hello in a nicer way. Right now it just says Welcome. Can you help me make it warmer? Thank you! Patricia,
help me make my code better,pk_14312,make it faster,coding,performance,"api, performance, optimization",intermediate,make api faster,
help me make my code better,pk_04772,fix code,coding,general,"debugging, code-help, error",beginner,fix my code,
help me make my code better,pk_15065,review my code,coding,code-review,"code-review, quality",beginner,code review,
help me make my code better,pk_11347,code broken,coding,debugging,"debugging, help, beginner",beginner,fix my code,
help me make my code better,pk_19446,NEED HELP WITH CODE REVIEW,coding,code-review,"code-review, refactoring, javascript, clean-code",intermediate,"someone review this function and tell me if its garbage. I KNOW its not clean but I need to ship it today: function processUserData(data) { let result = [] for (let i = 0; i < data.length; i++) { if (data[i].active) { result.push({name: data[i].name, email: data[i].email})}} return result}",
help me make my code better,pk_03805,py code help,coding,python,"debugging, errors, basics",beginner,my python code keeps erroring,
help me make my code better,pk_02512,fix my code,coding,debugging,"debugging, beginner, python",beginner,my code not working,
help me make my code better,pk_16458,improve,customer-support,ticket-responses,"improve, response, edit",beginner,make this better,
help me make my code better,pk_01178,code review,code-review,peer-review,"review, code",intermediate,review my code,
help me make my code better,pk_11551,explain this,coding,code-review,"code, explanation, review",beginner,can u explain this code,
write a creative story with a fantasy setting,pk_01265,Create a Richly Detailed Fantasy World,creative-writing,worldbuilding,"fantasy, worldbuilding, setting-creation, culture-design, lore",advanced,"Design a complete fantasy world for your story. Include the following elements: geographic regions with distinct climates and landmarks, at least three major cultures with unique customs, religious or spiritual belief systems, political structures and governance, economic systems, technological or m...",
write a creative story with a fantasy setting,pk_10955,Create Fantasy World Lore,creative-writing,world-building,"lore, world-building, fantasy, culture",intermediate,"Develop comprehensive lore for a fictional {{culture}} in a fantasy setting. Include origin story, founding myths, key historical figures, religious beliefs, traditions, and how {{theme}} shapes their entire civilization. Write in encyclopedia entry style.",
write a creative story with a fantasy setting,pk_03808,fantasy rules,creative-writing,worldbuilding,"worldbuilding, fantasy, planning, consistency",intermediate,what do i need to figure out befor writing a fantasy world like cultures and languages and stuff,
write a creative story with a fantasy setting,pk_04101,fantasy world bulding,creative-writing,worldbuilding,"fantasy, worldbuilding, magic-system, setting",intermediate,im writting a fantasy book and i need ideas for my world like magic systems and goverments and stuff idk where to start,
write a creative story with a fantasy setting,pk_09592,Design a coherent fantasy magic system,creative-writing,worldbuilding,"magic-system, worldbuilding, fantasy, sandbox-first, craft-technique",intermediate,"Design a magic system for a secondary world fantasy novel that follows Brandon Sanderson's Laws of Magic philosophy. The system must have clear rules and limitations that create narrative tension. Include: the source of magical power, the cost of using magic, what magic cannot do, how practitioners ...",
write a creative story with a fantasy setting,pk_16368,Fantasy Worldbuilding Document,creative-writing,worldbuilding,"worldbuilding, fantasy, culture, setting, society",expert,"You are a worldbuilding consultant for a fantasy novel. Create a comprehensive culture profile for a society that has developed in a region with permanent twilight, where the sun never fully rises or sets. Include: government structure, economic system, religious beliefs, social customs, architectur...",
write a creative story with a fantasy setting,pk_02692,"Hello there, need some help with my fantasy world please",creative-writing,worldbuilding,"fantasy, food, worldbuilding, beginner",beginner,"Dear ChatGPT, Warm greetings to you on this fine morning! My name is Theodore and I have been working on a fantasy story for the past several months. I am 68 years old and this is my first attempt at writing anything longer than a letter. I have created a magical world with dragons and knights but I...",
write a creative story with a fantasy setting,pk_03501,"Hello, seeking assistance with worldbuilding",creative-writing,lore-creation,"lore, worldbuilding, fantasy, medieval",beginner,"Dear friend at ChatGPT, I hope this email finds you well on this fine Tuesday afternoon. My granddaughter is making a video game for a school project and asked me to help her with the history and background of the world. She wants a medieval setting with magic and dragons but we dont know where to s...",
write a creative story with a fantasy setting,pk_05513,Design a fantasy realm,creative-writing,worldbuilding,"fantasy, setting-creation, culture-building, political-systems, geography",advanced,"Act as a worldbuilding consultant. Design a complete fantasy realm including: political system (monarchy, republic, theocracy, etc.), social hierarchy and class structure, economic base and trade goods, major religions or belief systems, climate and geography with named regions, and at least two con...",
write a creative story with a fantasy setting,pk_12626,halp w story ideas,creative-writing,story-ideas,"fantasy, magic, adventure, beginner",beginner,i have this idea for a story but idk how to start it. its about a girl who finds a magical doormat that sends her to diffrent worlds. can u help?,
write a creative story with a fantasy setting,pk_01863,Describe a fantasy city,creative-writing,worldbuilding,"worldbuilding, setting, fantasy, descriptive-prose, environment",advanced,"Describe a sprawling fantasy city in sensory-rich prose. Focus on contrasting districts: the prosperous merchant quarter, the maze-like undercity, the temple district. Include specific smells, sounds, textures, and the quality of light. Show social stratification through physical environment. Write ...",
write a creative story with a fantasy setting,pk_05641,Develop a magic system,creative-writing,worldbuilding,"fantasy, magic-system, worldbuilding, system-design, high-fantasy",advanced,"Develop a complete magic system for a fantasy novel set in {{setting}}. Include: fundamental rules and limitations, energy source and costs, who can use it and how they learn, historical development, and how it shapes society and politics. Present as a structured document with clear sections and bul...",
write a creative story with a fantasy setting,pk_08018,Write genre mashup premise,creative-writing,fiction,"genre-mashup, premise, noir, fantasy, story-concept",intermediate,"Combine two unexpected genres into a single compelling story premise: noir detective and cozy fantasy. Develop: the detective protagonist's personality and investigative style, the fantasy world elements that make it 'cozy', how the noir conventions are adapted (or inverted), the central mystery, an...",
write a creative story with a fantasy setting,pk_19617,GIVE ME UNIQUE SETTINGS FOR MY STORIES,creative-writing,worldbuilding,"settings, unique, locations, ideas",beginner,Tired of the same old fantasy kingdoms and sci-fi spaceships. What are some UNUSUAL settings I can write about? Give me 5 WEIRD and SPECIFIC locations!!!,
write a creative story with a fantasy setting,pk_04655,name ideas for charecters,creative-writing,character-development,"names, fantasy, characters",beginner,i need names for my story charcters its a fantasy setting in medival times any ideas for boy and girl names,
write a creative story with a fantasy setting,pk_19884,so i started writing this fantasy thing like 6 months ago and i totally forgot where i was going with it,creative-writing,novel-writing,"fantasy, worldbuilding, plotting, writer's block, character-development",intermediate,okay so basically i started writing this fantasy novel back in like february or maybe january and i have this world with dragons and magic and stuff and theres this protagonist named Kira whos like a thief but then i made her also a princess which is kind of cliche i know but anyway i got about 3000...,
write a creative story with a fantasy setting,pk_09601,plot idea,creative-writing,plot-structure,"fantasy, plot, ideas",intermediate,plot for fantasy story,
write a creative story with a fantasy setting,pk_15679,fantasy world,creative-writing,worldbuilding,"worldbuilding, fantasy, setting",intermediate,help with worldbuilding,
write a creative story with a fantasy setting,pk_08823,Worldbuilding comprehensive guide,creative-writing,worldbuilding,"worldbuilding, fantasy, setting-creation, consultation, world-design",intermediate,"You are a worldbuilding consultant for a fantasy novel. A writer has described their fictional nation. Help them develop interconnected worldbuilding elements by asking questions about: geography and climate, government structure and laws, economic system and trade, religious or spiritual beliefs, s...",
